LPS|GNFR|E-PRTR/PRTR Facility ID|Height class|Longitude (deg)|Latitude (deg)|NOx (as NO2) (kt)|NMVOC (kt)|SOx (as SO2) (kt)|NH3 (kt)|PM2.5 (kt)|PM10 (kt)|CO (kt)|Pb (t)|Cd (t)|Hg (t)|PCDD/ PCDF (dioxins/ furans)(g I-Teq)|PAHs (t)|HCB (kg)|PCBs (kg)
ODEGA Hähnchenmast GmbH|K_AgriLivestock|12-10650290000|1|13,0468736955706|53,0828328587996||||0,0103||||||||||
OIE AG Biomasse HKW Neubrücke|J_Waste|07-02-2411074|3|7,17140668462104|49,6034960741515||||||||||||||
OMV Werk Burghausen|B_Industry|06-09-171-3001-0B01|4|12,8364904939621|48,1930004860415|0,956||1,82|||||||||||
OPTERRA Zement GmbH Werk Karsdorf|B_Industry|14340|2|11,6603377807006|51,2702196021692|1,47||0,617|0,0738|||0,579|||0,0391||||
OTTO FUCHS Dülken GmbH & Co. KG|B_Industry|06-05-100-0039286|2|6,34023165491807|51,2588728878892||||||||||||||
Oberpfälzer Frischei GmbH Farm Zottelhof|K_AgriLivestock|06-09-375-0008-0001|1|11,8201800000375|49,1113624221231||||0,014||||||||||
Oehnaland Agrargesellschaft mbH|K_AgriLivestock|12-50720090000|1|13,0691285707896|51,9184898111427||||0,0218||||||||||
Oetinger Aluminium WH GmbH|B_Industry|06-09-775-0152-0001|2|10,1382294990348|48,3022679214572|0,139|||||||||||||
Olsberg GmbH|B_Industry|06-05-900-0041558|2|8,49905153214029|51,3554447798067||||||||||||||
Opel Automobile GmbH|E_Solvents|06-00000130433|1|8,39160985458514|49,9871740123704||0,202||||||||||||
Open Grid Europe Erdgasverdichterstation Werne|A_PublicPower|06-05-900-0220187|5|7,57956945695337|51,6826705424256||||||||||||||
Open Grid Europe GmbH|A_PublicPower|06-05-300-0142460|5|6,17669616104448|50,7862163794677|0,11|||||||||||||
Opterra Wössingen GmbH|B_Industry|06-08-3265552|2|8,61444237836236|49,0170521920622|0,293|||0,0194|||0,83|||0,0363||||
Orion Engineered Carbons GmbH Werk Kalscheuren|B_Industry|06-05-300-0214067|1|6,91846142619726|50,8735010569466|0,782||0,91|||||||||||
Osterwohler Schweinezucht GmbH Osterwohler Schweinezucht GmbH|K_AgriLivestock|03-57-15100702990|1|10,5530578002086|52,7270407954821||||0,0138||||||||||
Osthoff-Dahlhoff, Dirk Agrarenergie Osthoff GmbH & Co. KG|K_AgriLivestock|06-05-974-0456679|1|8,00516130298319|51,6221073207783||||0,437||0,0943||||||||
Oxea Produktion GmbH & Co. KG Werk Ruhrchemie|B_Industry|06-05-100-0990908|1|6,79844793202542|51,5255027365178|0,186|||||||||||||
Oxxynova GmbH|B_Industry|03-06-06255081860|1|9,03627397212958|52,5963864441381|||||||1,38|||||||
PCK Raffinerie GmbH Schwedt|B_Industry|12-20730670000|4|14,2381215333281|53,0875852913882|2,25|0,438|4,83|||||||||||
PD energy GmbH|J_Waste|15563|2|12,2891559105957|51,6303135369853|0,14|||||||||||||
PELAPRO Pigs GmbH|K_AgriLivestock|15572|1|11,1929070428325|52,5049960275642||||0,0491||||||||||
PQ Germany GmbH|B_Industry|14-80-54385770000|2|12,7349150338221|51,3550462587706|0,164|||||||||||||
Pagenkamp-Emke, Brigitte|K_AgriLivestock|03-85-45300409840|1|8,05817820244974|52,8315257158894||||0,0105||||||||||
Pagenstert Mast GmbH|K_AgriLivestock|03-92-46000620030|1|8,21611085509512|52,7153361913216||||0,011||||||||||
Palm Power GmbH & Co. KG|A_PublicPower|06-09-674-2071-0001|5|10,6529717316452|49,9840535024825|0,121|||||||||||||
Palm Power GmbH & Co. KG|A_PublicPower|07-05-8815430|5|8,26024856757039|49,049904432866|0,156|||||||||||||
Papier- u. Kartonfabrik Varel GmbH & Co. KG|B_Industry|03-09-09281337040|2|8,1328158702133|53,4030559811425|0,1|||||||||||||
Papier-Mettler Kunststoffe KG (Werk 1)|E_Solvents|07-03-4037901|1|7,12574261005268|49,8064639761246||0,399||||||||||||
Papier-Mettler Kunststoffe KG (Werk 2)|E_Solvents|07-03-4335517|1|7,10810337864862|49,8036496322963||0,452||||||||||||
Papierfabrik A. Jass GmbH & Co.KG|B_Industry|06-76400010631|2|9,68161925929007|50,5675105604299|0,267|0,103||||||||||||
Papierfabrik August Koehler SE|B_Industry|06-08-4124448|2|8,0862290122325|48,5268120365493||||||||||||||
Papierfabrik Palm GmbH & Co.KG|B_Industry|06-08-1479296|2|10,1175831009551|48,8238722817887||||||||||||||
Peene Landschwein GmbH & Co. KG|K_AgriLivestock|13-60-80390|1|13,7458031375435|54,0578354032638||||0,0109||||||||||
Peiner Träger GmbH|B_Industry|03-01-01244136460|5|10,2381861179188|52,3163564550162|0,303||0,199||||2,67|||0,0792|0,9|||
Pelapro Ferkelproduktion GmbH Zollchow Carsten Sterling|K_AgriLivestock|12-60631120000|1|12,2110942285826|52,5233064019685||||0,0134||||||||||
Peters, Willibald|K_AgriLivestock|03-85-45300723680|1|7,80651315866112|52,9804128014676||||0,0108||||||||||
Pfeifer & Langen GmbH & Co. KG Werk Jülich|B_Industry|06-05-300-0907015|1|6,37312120156879|50,9166163514705|0,107|||||||||||||
Pfeifer & Langen GmbH & Co. KG, Werk Könnern|B_Industry|11975|1|11,7569547595901|51,6959573930981||||||||||||||
Pfeifer Holz GmbH - Werk Unterbernbach|B_Industry|06-09-771-0027-0001|2|11,1744474708088|48,528405012606|0,228|||||||||||||
Pfleiderer Baruth GmbH|J_Waste|12-50724000156|3|13,5082293309937|52,0792984578232|0,286|||||||||||||
Pfleiderer Gütersloh GmbH (Werk 2)|B_Industry|06-05-700-0128330|2|8,40002469780938|51,915454926183|0,115|0,281||||||||||||
Pfleiderer Leutkirch GmbH|B_Industry|06-08-5270898|2|10,0150905714878|47,8315340383621|0,136|0,158||||||||||||
Pfleiderer Neumarkt GmbH Spanplattenwerk 2 und 3|B_Industry|06-09-373-0007-0001|2|11,451341327793|49,2617090285203|0,195|0,393||||||||||||
Phoenix Zementwerke Krogbeumker Holding GmbH & Co.KG|B_Industry|06-05-500-0050929|2|8,07317124217996|51,7602459644145|0,174|||||||||||||
Pilkington Deutschland AG -Werk Gladbeck-|B_Industry|06-05-500-0359243|2|6,93341896789284|51,5662330196938|0,742||0,717|||||||||||
Pilkington Deutschland AG Pilkington Deutschland AG|B_Industry|06-09-374-0012-0001|2|12,0764508943152|49,6200869858162|0,844||0,572|||||||||||
Plate, Maik|K_AgriLivestock|03-90-45801434610|1|8,45900433410636|52,8344425567216||||0,0113||||||||||
Pohle Agrar GbR|K_AgriLivestock|16-76-00030240000|1|12,373728750718|50,9593071090339||||0,0221||||||||||
Pohlmann, Marion|K_AgriLivestock|06-05-566-0381939|1|7,51944379008365|52,1927865635649||||0,0107||||||||||
Portland-Zementwerke Seibel & Söhne GmbH & Co. KG|B_Industry|06-05-900-0014503|2|8,35070293615932|51,5985497007435|0,442||0,339||||5,8|||||||
"Portlandzementwerk "" Wotan"",, H. Schneider KG"|B_Industry|07-03-4081550|2|6,76682813650854|50,3339900588749|0,11||||||0,508|||||||
Portlandzementwerk -Wittekind- Hugo Miebach Söhne KG|B_Industry|06-05-900-0014855|2|8,33490652032346|51,5946847448108|0,238|||0,0687|||9,69|||0,0327||||
Power Oil Rostock GmbH|B_Industry|13-30-814|1|12,1205502192116|54,1505730099437||0,439||||||||||||
PreZero Energy GmbH (vormals) Energie Anlage Bernburg GmbH|J_Waste|12290|2|11,7589648111472|51,800498783476|0,602|||||||||||||
Preut, Anne|K_AgriLivestock|03-85-45300723890|1|7,85656020401854|52,9871796946319||||0,0115||||||||||
Priesmeier GbR|K_AgriLivestock|06-05-770-0392097|1|8,43283771856755|52,4307725628737||||0,0214||||||||||
Prignitzer Landschwein GmbH & Co. KG|K_AgriLivestock|12-10700030000|1|12,0632072401345|53,1654228831454||||0,0112||||||||||
Prinovis GmbH & Co. KG Betrieb Nürnberg|E_Solvents|06-09-564-0555-0001|1|11,134000748457|49,4076366310689||0,298||||||||||||
ProSchwein GmbH & Co. KG|K_AgriLivestock|13-30-155|1|11,6864694966019|54,0328292969435||||0,0141||||||||||
Progroup Power 1 GmbH|J_Waste|12-30671866000|2|14,6405265190963|52,1725777886869|0,272|||||||||||||
Pruna Betreiber GmbH vertreten durch die KBS GmbH Werk Schwelgern|B_Industry|06-05-100-0990890|5|6,72887981147172|51,5009912821686|1,78||0,533||||0,633|||||||
Putenmast Fladder GbR Kurmann, Josef|K_AgriLivestock|03-85-45300269850|1|7,97002413990014|53,0181798905889||||0,0121||||||||||
Quickhof GmbH & Co.KG, SMA Lonnewitz|K_AgriLivestock|14-82-58219810000|1|13,1518562336835|51,2909185239447||||0,0297||||||||||
R.D.M. Arnsberg GmbH|B_Industry|06-05-900-0001413|2|8,07386488112|51,3911348640361|0,176||0,181|||||||||||
RAG Anthrazit Ibbenbüren GmbH|D_Fugitive|06-05-800-4101019|1|7,74154514965424|52,2871551275293||||||||||||||
RAG Bergwerk Saar|D_Fugitive|06-10-0061703|1|6,77871270320716|49,3197376876614||||||||||||||
RAG DSK AG Bergwerk Auguste Victoria|D_Fugitive|06-05-800-4581013|1|7,11051134855782|51,6861952566415||||||||||||||
RAG DSK AG Bergwerk Prosper Haniel|D_Fugitive|06-05-800-8000007|1|6,88294689882669|51,6021863156851||||||||||||||
RAG SB BT / WH Amalie Wasserhaltung Amalie|D_Fugitive|06-05-800-8000010|1|6,98515253359257|51,4678597536271||||||||||||||
RAG SB BT / WH Carolinenglück Wasserhaltung Carolinenglück|D_Fugitive|06-05-800-9968102|1|7,18235011381145|51,4928727354304||||||||||||||
RAG SB BT / WH Concordia Wasserhaltung Concordia|D_Fugitive|06-05-800-8000011|1|6,83931331023999|51,4735628817577||||||||||||||
RAG SB BT / WH Fürst Leopold Wasserhaltung Fürst Leopold|D_Fugitive|06-05-800-9981805|1|6,98237300850598|51,6728406907146||||||||||||||
RAG SB BT / WH Haus Aden Wasserhaltung Haus Aden|D_Fugitive|06-05-800-8000001|1|7,76218332855347|51,6523209891213||||||||||||||
RAG SB BT / WH Heinrich Wasserhaltung Heinrich|D_Fugitive|06-05-800-8000008|1|7,07415784775744|51,4170258552354||||||||||||||
RAG SB BT / WH Robert Müser Wasserhaltung Robert Müser|D_Fugitive|06-05-800-9968100|1|7,29956473610033|51,48683454161||||||||||||||
RAG SB BT / WH Zollverein Wasserhaltung Zollverein|D_Fugitive|06-05-800-8000009|1|7,0440628539984|51,4865556113876||||||||||||||
RAG Wasserhaltung Reden|D_Fugitive|06-10-00109123|1|7,1145392280023|49,3509938680028||||||||||||||
RBB RMHKW Böblingen|J_Waste|06-08-8683034|3|9,06184217975464|48,6933076116144||||||||||||||
REMONDIS Thermische Abfallverwertung GmbH|J_Waste|12449|2|11,5762955802881|51,8666457567654|0,254|||||||||||||
RF360 Europe GmbH|E_Solvents|06-09-162-9003-0001|1|11,6083108088602|48,1216956482114||||||||||||||
RKB Raffinerie-Kraftwerks Betriebs GmbH|A_PublicPower|15985|5|12,0000627886805|51,2971340669027|0,434||0,674|||||||||||
ROCKWOOL Operations GmbH & Co. KG|B_Industry|06-09-185-0402-0001|2|11,242453031048|48,744666572131||0,132|0,331|0,139||||||||||
ROCKWOOL Operations GmbH & Co. KG|B_Industry|06-05-500-0078684|2|6,96588595766875|51,5655774270107|0,122|0,168|0,409|0,166||||||||||
ROGESA Roheisengesellschaft Saar mbH|B_Industry|06-10-0078669|5|6,74365260267513|49,3521369867354|1,61||3,18|||0,57|2,36||0,013900000000000001|0,0877|0,464|||
ROMONTA  Amsdorf|B_Industry|18037|4|11,7179066686174|51,4616142967967|0,321||1,17|||||||0,0135||||
ROMONTA Reststoffverwertungsgesellschaft mbH|J_Waste|18931|2|11,7172394294667|51,46177367647|0,153|||||||||||||
RWE Generation SE Kraftwerk Ibbenbüren|A_PublicPower|06-05-500-0338944|5|7,74788973313566|52,2888499537391|2,03||1,06|||||||0,0322||||
RWE Generation SE Kraftwerk Werne Gersteinwerk|A_PublicPower|06-05-900-0865327|5|7,71681671194611|51,6734777453364|0,733||0,573|||||||||||
RWE Generation SE Kraftwerk Westfalen|A_PublicPower|06-05-900-0079017|5|7,9699155216808|51,6826061037297|1,98||1,06|||||||||||
RWE Generation SE Kraftwerke Region West; GuD-Anlage|A_PublicPower|06-05-300-9002708|5|6,82762553982471|51,0805209507785|0,378|||||||||||||
RWE Generation SE MHKW Karnap|J_Waste|06-05-100-0204710|2|7,00026324822555|51,5154305113767|0,417|||||||||||||
RWE Generation SE, Region Kundenkraftwerke HKW Dortmund|A_PublicPower|06-05-900-0888950|5|7,47848742181048|51,5201457650729||||||||||||||
RWE Power AG|A_PublicPower|06-05-300-0877384|5|6,31457811541503|50,8331620519569|11,5||2,69|||0,275|8,61|||0,266||||
RWE Power AG - Kraftwerk Neurath|A_PublicPower|06-05-100-0248923|5|6,59920108489932|51,0372235082785|21,6||6,13|||0,489|5,79|0,563|0,0132|0,488||||
RWE Power AG Kraftwerk Niederaußem|A_PublicPower|06-05-300-0326774|5|6,66658162215303|50,9709268242651|17,4||10,4|||0,38|5,68||0,0166|0,46||||
RWE Power AG Veredlungsstandort Knapsacker Hügel|D_Fugitive|06-05-800-0009877|4|6,83300800187363|50,8635987964137|1,12||0,554|||0,101||||0,0424||||
RWE Power AG-Fabrik Fortuna Nord|B_Industry|06-05-800-0197043|5|6,65805487010809|50,9869454451972|0,29||0,771|||0,127||||0,0143||||
RWE Power AG-Fabrik Frechen|D_Fugitive|06-05-800-0197054|4|6,79105559273712|50,8942461915962|0,698||0,426|||0,147||||0,0166||||
RWS Agrarveredelung GmbH & Co. KG Uchtmann, Thomas|K_AgriLivestock|03-85-45300268620|1|7,95422521055086|53,0340708342671||||0,0114||||||||||
RWS Agrarveredelung GmbH und Co. KG Uchtmann, Thomas|K_AgriLivestock|03-85-45300862540|1|8,04474883461987|52,9253274640039||||0,0105||||||||||
Radici Chimica Deutschland GmbH|B_Industry|15794|1|12,1919447789155|51,0671040521283||||||||||||||
Raffinerie Heide GmbH|B_Industry|01-10-51048040567|4|9,07977443187904|54,1608312087666|1,12|0,22|2,1||||||0,021|||||
Rainer Bittner Schweinemast Döcklitz -|K_AgriLivestock|15815|1|11,5880163475427|51,4037294879698||||0,0135||||||||||
Ralf Müller|K_AgriLivestock|03-65-25103942110|1|8,93872894279636|52,830589183404||||0,0105||||||||||
Ralf Nolte|K_AgriLivestock|03-65-25103900970|1|8,93449706692702|52,8711662437804||||0,0182||||||||||
Ralf Schmidt|K_AgriLivestock|01-40-59080211896|1|9,74218061050043|54,6075723826227||||0,0109||||||||||
Rauch Spanplattenwerk GmbH|B_Industry|06-09-575-0030-0001|2|10,4436408108664|49,6382443469633|0,156|||||||||||||
Real Alloy Germany GmbH|B_Industry|06-05-100-9000726|2|6,61659445028047|51,0788173845985|||||||3,57||||0,184|||
Real Alloy Germany GmbH Werk Töging|B_Industry|06-09-171-0300-0T01|2|12,5915369582986|48,2491046353006|0,192||||||0,845|||||||
Rehau AG & Co. Kunststoffverarbeitung|E_Solvents|03-09-09275125740|1|8,30018545183235|52,8205413064413||0,11||||||||||||
Reinink Gerhard|K_AgriLivestock|03-88-45600203890|1|6,81936710439554|52,6453597710926||||0,0106||||||||||
Reinke, Georg|K_AgriLivestock|03-85-45300513560|1|8,1523359697222|52,8899685914092||||0,0106||||||||||
Reinken, Alfred|K_AgriLivestock|06-05-962-9078342|1|7,87830156603771|51,3619905704582||||0,0124||||||||||
RemPig GmbH & Co Agrar KG|K_AgriLivestock|16-86-73296930000|1|11,2186660210573|50,7632692092725||||0,013||||||||||
Remondis Electrorecycling GmbH|J_Waste|06-05-900-9140506|3|7,46722875287545|51,6175661793033||||||||||||||
Remondis Production GmbH|A_PublicPower|06-05-900-9103527|5|7,46910405320136|51,6219339204941||||0,0204||||||||||
Rhein-Main Deponie GmbH|J_Waste|06-50820010436|1|8,37812215780589|50,0227282807925||||||||||||||
RheinEnergie AG (GuD-Heizkraftwerk Niehl)|A_PublicPower|06-05-300-0370387|5|6,9907748243318|50,9741136426043|0,351|||||||||||||
RheinEnergie AG (Heizkraftwerk Merkenich)|A_PublicPower|06-05-300-0923949|5|6,96336619430629|51,0167725147|0,36||0,172|||||||0,0125||||
Rheinfelden Alloys GmbH & Co. KG|B_Industry|06-08-50901056|2|7,79880813659526|47,5670813686152||||||||||||||
Rheinhafen-Dampfkraftwerk Karlsruhe|A_PublicPower|06-08-2797933|5|8,30421122943681|49,014303174043|1,81||1,79|||||||0,0329||||
Rheinkalk GmbH Kalkwerk Istein|B_Industry|06-08-4004094|2|7,54364876119068|47,6609889923441||||||||||||||
Rheinkalk GmbH Werk Flandersbach|B_Industry|06-05-100-0238246|2|7,02249287903466|51,2800362227478|1,31||0,302|||0,133|3,73|||0,0241||||
Rheinkalk GmbH Werk Hönnetal|B_Industry|06-05-900-0174739|2|7,8416774941148|51,3977023691384|0,397||||||1,92|||||||
Richter, Heinfried|K_AgriLivestock|06-05-974-0468550|1|8,38878842700684|51,5265864168124||||0,0136||||||||||
Rickert-Schulte, Hubert|K_AgriLivestock|06-05-974-0242990|1|8,31774667094938|51,6328549306599||||0,0101||||||||||
Rietfort August|K_AgriLivestock|06-05-554-0104195|1|6,88289770473272|52,0142756631101||||0,0125||||||||||
Rietfort, August|K_AgriLivestock|06-05-554-9970851|1|6,87847057220671|52,0175951248226||||0,0168||||||||||
Rietmann, Achim|K_AgriLivestock|06-05-566-9981006|1|7,5243655883093|52,3448640099879||||0,0113||||||||||
"Rinder- u. Schweinemastanlage Streufdorf Agrar GmbH ""Am Straufhain"""|K_AgriLivestock|16-80-42324103071|1|10,6900157578466|50,3593812408307||||0,0111||||||||||
Robert Bosch Lollar Guss GmbH|B_Industry|06-00001110531|2|8,69819226412386|50,6514101579568||||||||||||||
Robert Wocheslander|K_AgriLivestock|06-09-274-4101-0001|1|12,1149695816557|48,7404741270057||||0,0104||||||||||
Rochell-Riemann-Buthe GbR|K_AgriLivestock|06-05-762-9073254|1|9,12963318229139|51,6480907672645||||0,0102||||||||||
Rockwool Mineralwolle GmbH Flechtingen|B_Industry|15992|2|11,253138287741|52,3496947753192|0,111|0,108|0,347|0,254||||||||||
Rohkamp GbR, Manjo|K_AgriLivestock|06-05-558-0210767|1|7,10882987867731|51,8665386877308||||0,0118||||||||||
Rohlmann GbR, Mark und Heinz|K_AgriLivestock|06-05-500-0284165|1|7,74303945890726|51,935673471435||||0,0195||||||||||
Rose Druck GmbH|E_Solvents|07-05-8549997|1|8,16974578517198|49,2066120015422||0,117||||||||||||
Rottwerk Pocking|B_Industry|06-09-275-0029-0001|2|13,3302165584342|48,4187226028414|0,642||0,316|||||||||||
Ruhr Oel GmbH Werk Horst|B_Industry|06-05-500-0073211|4|7,03720284379517|51,5396069504629|0,543||1,08|||||||||||
Ruhr Oel GmbH Werk Scholven|B_Industry|06-05-500-0053929|4|7,02890850572055|51,5960327512966|1,29|0,214|1,11|0,0377||||||||||
RwF Reichertsweiler Ferkel GmbH|K_AgriLivestock|06-09-779-0146-0001|1|10,6858578577038|48,7111803531541||||0,0193||||||||||
Rölver, Michael|K_AgriLivestock|06-05-566-0390616|1|7,49919391847689|52,034099754301||||0,0101||||||||||
Rüdiger Mikus|K_AgriLivestock|06-05-762-0220076|1|9,15354748618608|51,6462546427349||||0,0107||||||||||
Rügener Frischei GmbH|K_AgriLivestock|13-60-14507|1|13,2272634255506|54,4343989009759||||0,0109||||||||||
Rütgers Germany GmbH|B_Industry|06-05-500-9981505|1|7,29834452685024|51,5744854413263|0,102|||||||||||0,24||
SAINT-GOBAIN GLASS Deutschland GmbH|B_Industry|06-08-2946424|2|8,4748288479533|49,5235994232047|0,124||0,168|||||||||||
SAINT-GOBAIN ISOVER G+H AG|B_Industry|06-08-3336379|2|8,57724609500495|49,4832362347047||||0,0895||||||||||
SCHOTT AG|B_Industry|03-07-07244467700|2|9,73755710600202|51,9542166906857|0,12|||||||||||||
SCHOTT Technical Glass Solutions GmbH|B_Industry|16-72-00700820000|2|11,5737394059916|50,9174767343128|0,13|||||||||||||
SCHWENK Zement KG|B_Industry|06-08-4650956|2|9,73046874793038|48,3319862835618|0,488|||0,086|||0,543|||0,0255||||
SCHWENK Zement KG|B_Industry|12118|2|11,7496465999851|51,8163752126315|0,565||0,549|0,0804|||1,17|||0,025||||
SCHWENK Zement KG, Werk Karlstadt|B_Industry|06-09-677-0012-0001|2|9,76851045225578|49,9550048819747|0,46||0,57|0,117|||4,08|||0,026||||
SHW Automotive GmbH|B_Industry|06-08-5237254|2|8,83303859803393|48,0023598745803|||||||10,1|||||||
SKA AZV BREISGAUER BUCHT - KA FORCHHEIM|J_Waste|06-08-905100000556|1|7,70972711529039|48,1893149117314||||||||||||||
SKW Stickstoffwerke Piesteritz GmbH|B_Industry|16574|1|12,5751285471335|51,8785933698079|0,433|||0,342||||||||||
SLR Giesserei GmbH|B_Industry|06-08-7193831|2|8,64622481127531|49,2446755701016||||||||||||||
SMA Bauda  Herr Engelmann|K_AgriLivestock|14-72-63792043509|1|13,4721522435276|51,3306173322008||||0,0132||||||||||
SMA Bieberach M. Steinborn|K_AgriLivestock|14-70-00075113511|1|13,6495286965672|51,2788505693432||||0,0278||||||||||
SMA Liega Lampertswalder Sachsenland Agrar ehem. Liegaer Fleischproduktion|K_AgriLivestock|14-72-63234903554|1|13,7498276117661|51,3230566523874||||0,0174||||||||||
SMA Streumen|K_AgriLivestock|14-72-63757783502|1|13,372199383201|51,3509252402039||||0,0786||||||||||
SMP Deutschland GmbH Neustadt|E_Solvents|06-09-273-0357-0001|1|11,7113868627462|48,7648298672227||0,107||||||||||||
SMS Besitz GmbH & Co KG|K_AgriLivestock|16578|1|10,9260294262543|51,8739852142021||||0,0352||||||||||
SMW GbR|K_AgriLivestock|03-57-15100702970|1|10,5053329389199|52,7030937497999||||0,0112||||||||||
SNU Schweinemast Nuthe-Urstromtal GmbH|K_AgriLivestock|12-50720001068|1|12,9933357198323|52,1382242465141||||0,0109||||||||||
SOLVAY Chemicals GmbH|B_Industry|16591|1|11,7505878874227|51,8010998895414|0,333|||0,211|||7,27|||||||
SPIESS-URANIA CHEMICALS GmbH|B_Industry|06-02-B78402A006|1|10,0297665042215|53,5186145535593||||||||||||||
SPREEFA GmbH|K_AgriLivestock|16447|1|12,0707038987239|52,0884832225819||||0,0484||||||||||
SPREEFA GmbH, Betrieb Wadelsdorf|K_AgriLivestock|12-40716080000|1|14,488563535651|51,6030257448545||||0,014||||||||||
SRD Deponie Radeburger Straße|J_Waste|14-70-50141546185|1|13,7411902698588|51,097725481799||||||||||||||
SRS EcoTherm GmbH|J_Waste|03-10-10101772630|2|7,35054156869658|52,3184679615628|0,11|||||||||||||
STEAG GmbH HKW Herne|A_PublicPower|06-05-900-0327252|5|7,18745829017413|51,5507389418603|0,871||0,528|||||||0,0114||||
STEAG GmbH Heizkraftwerk Walsum|A_PublicPower|06-05-100-0365906|5|6,71961908206988|51,5260017764916|2,42||1,82||||||0,014|0,0359||||
STENA TECHNOWORLD GmbH|J_Waste|03-09-09092022620|3|7,87201208173206|53,590737645534||||||||||||||
STENA Technoworld GmbH|J_Waste|07-02-2374401|3|7,32627105070069|49,6096175319456||||||||||||||
STENA Technoworld GmbH, Betriebsstätte Lauingen|J_Waste|06-09-773-1010-0001|3|10,4259735221564|48,575712291945||||||||||||||
SUEZ Energie und Verwertung GmbH|J_Waste|16556|2|12,019452916434|51,181555468297|0,266|||||||||||||
SWISS KRONO GmbH|B_Industry|12-10682800005|2|12,3825757405173|53,1487399886756|0,343|2,78||||0,0789||||||||
SWK Stadtwerke Kaiserslautern Versorgungs-AG|A_PublicPower|07-05-8030815|5|7,76087239410964|49,4349680461842|0,116|||||||||||||
SWM Heizkraftwerk Nord|A_PublicPower|06-09-100-0088-0001|5|11,639772676882|48,1812003672677|1,42|||||||||0,010199999999999999||||
SWM Heizkraftwerk Süd|A_PublicPower|06-09-100-0088-0005|5|11,5556578861206|48,1141153155996|0,337|||||||||||||
SWN Stadtwerke Neumünster GmbH|J_Waste|01-50-04000082392|2|9,99102497589076|54,0829600845936|0,191|||||||||||||
SZ Reiter GmbH|K_AgriLivestock|06-09-772-8004-0001|1|10,8397708239241|48,5155015152243||||0,0106||||||||||
SZA Ebersbach - Im Wald|K_AgriLivestock|14-72-89109183512|1|13,6734594955877|51,2554376499558||||0,0146||||||||||
Saalower Mast GmbH|K_AgriLivestock|12-50725620000|1|13,3856948244417|52,1829397906504||||0,026||||||||||
Saarschmiede GmbH Freiformschmiede Schmiedezentrum Saarstahl|B_Industry|06-10-00107817|5|6,84472769336586|49,2516191870414||||||||||||||
Saarstahl AG - Werk Burbach|B_Industry|06-10-0019789|5|6,95217357230675|49,238856916506|0,123|||||||||||||
Saarstahl AG - Werk Völklingen|B_Industry|06-10-0033945|5|6,84705958284551|49,2507720658706||||||||0,84||||||
Sachsen Guss GmbH|B_Industry|14-61-49165730000|2|12,8340825718071|50,8857889572202||||||||||||||
Sachsen-Ei GmbH & Co.KG|K_AgriLivestock|14-82-55022130000|1|12,5662144197795|51,3880679302866||||0,0218||||||||||
Sachsenmilch Leppersdorf GmbH|A_PublicPower|14-70-51322590000|5|13,9792047288121|51,1511599229772||||||||||||||
Saint Gobain Glass Flachglas Torgau GmbH|B_Industry|14-80-58045260000|2|13,0035502759774|51,5796507723214|0,263||0,254|||||||||||
Saint-Gobain Glass Deutschland GmbH|B_Industry|06-05-300-0800614|2|6,08950912891399|50,8778188402613|0,287||0,25|||||||||||
Saint-Gobain Glass Deutschland GmbH|B_Industry|06-05-300-0875380|2|6,22004168760354|50,7848385689426|0,415||0,307|||||||||||
Saint-Gobain Glass Deutschland GmbH|B_Industry|06-05-300-0271861|2|7,0640756904027|50,874469927134|0,347||0,434|||||||||||
Saint-Gobain Isover G+H AG|B_Industry|06-05-300-0615755|2|7,11668114073256|50,991483156707||||0,069||0,0782||||||||
Saint-Gobain Isover G+H AG|B_Industry|07-05-8295343|2|8,46971144660472|49,291126325368||||0,087||||||||||
Salzgitter Flachstahl GmbH Salzgitter Flachstahl GmbH|B_Industry|03-01-01211092310|5|10,4030753147256|52,1547649242988|4,16|0,211|4,47|||0,157|63,5||0,031|||||
Sandberg Agrar Theo Göken jun.|K_AgriLivestock|03-85-45300865350|1|8,02722994525208|52,9032139801883||||0,0136||||||||||
Sanofi-Aventis Deutschland GmbH|B_Industry|06-00436010412|1|8,53751938253435|50,09530815434||||||||||||||
Sappi Alfeld GmbH|B_Industry|03-07-07244141350|2|9,82076320370417|51,985962565496|0,19||0,215|||||||||||
Sappi Ehingen GmbH|B_Industry|06-08-4666496|2|9,72705911791498|48,267698774798|0,305||0,361|||||||||||
Sappi Stockstadt GmbH|B_Industry|06-09-671-0140-0001|2|9,06935626846868|49,9763365276335|0,467||0,286|||||||||||
Sasol Germany GmbH|B_Industry|01-10-51011005501|1|9,15796289790561|53,9128774995354|0,285|||||||||||||
Sasol-Huntsman GmbH & Co. KG|B_Industry|06-05-100-0989193|1|6,64674413437411|51,4696929722835||||||||||||||
Sauder Eiervermarktung|K_AgriLivestock|06-05-754-0301464|1|8,31097931665529|52,0031977813627||||0,0133||||||||||
Sauenanlage Gorsleben|K_AgriLivestock|16-82-75640410003|1|11,1886300253683|51,2767013282524||||0,0158||||||||||
Sauenanlage Hollenhof|K_AgriLivestock|03-78-33570576353|1|9,27231977238441|53,2517065615493||||0,0156||||||||||
Sauenhaltung Farnstädt GmbH & Co. KG|K_AgriLivestock|13871|1|11,568014621725|51,433489698016||||0,0106||||||||||
